CATEGORIA,CIDADE_ESTABELECIMENTO,COD_CATEGORIA,COD_ESTABELECIMENTO,COD_MCC,FREQ_TRANSACAO,MCC_CODE,MCC_DESCRIPTION,NOME_ESTABELECIMENTO,NOME_MCC,PREDICT,TRANSACAO_COM_CHIP,Unnamed: 0
,SAO PAULO,5,1013033709,5411.0,1.0,54110.0,SUPERMERCADOS,DIA BRASIL-LJ 201,DIA BRASIL-LJ 201 SUPERMERCADOS,Supermercado,S,
,ESTANCIA VELH,5,1078211890,5411.0,1.0,54110.0,SUPERMERCADOS,DIA FRANQUIA 8056,DIA FRANQUIA 8056 SUPERMERCADOS,Supermercado,S,
,CACHOEIRA PAU,5,1008170248,5411.0,7.0,54110.0,SUPERMERCADOS,DIA FRANQUIA 9239,DIA FRANQUIA 9239 SUPERMERCADOS,Supermercado,S,
,SAO PAULO,5,1014765460,5411.0,1.0,54110.0,SUPERMERCADOS,DIA FRANQUIA LJ 9052,DIA FRANQUIA LJ 9052 SUPERMERCADOS,Supermercado,S,
,ESPIRITO SANT,5,58321314,5411.0,1.0,54110.0,SUPERMERCADOS,DIA LOJA 9768,DIA LOJA 9768 SUPERMERCADOS,Supermercado,N,
,AGUAI,5,1048420172,5411.0,6.0,54110.0,SUPERMERCADOS,DIA% 9521,DIA% 9521 SUPERMERCADOS,Supermercado,S,
,SÃƒÆ’O PAULO,8,182453184000000,5814.0,1.0,58140.0,FAST FOOD,DINE'S HAMBURGUER,DINE'S HAMBURGUER FAST FOOD,Fast Food,N,
,RIO DE JANEIR,8,164087161000000,5814.0,59.0,58140.0,FAST FOOD,DJALMA BURGUER BISTRO,DJALMA BURGUER BISTRO FAST FOOD,Fast Food,N,
,SAO LOURENCO,10,8535599252,5499.0,46.0,54990.0,ACOUGUE MERC FRUTOS DO MAR ALIM VA,DOCES DUTACHO II,DOCES DUTACHO II ACOUGUE MERC FRUTOS DO MAR ALIM VA,Fast Food,S,
,SAO PAULO,8,8730592243,5462.0,2.0,54620.0,PADARIAS,DOG NEW HANBURGES,DOG NEW HANBURGES PADARIAS,Supermercado,S,
,11001BOGOTA,8,12721379,5814.0,2.0,58140.0,FAST FOOD,DOGGER 0,DOGGER 0 FAST FOOD,Supermercado,S,
,NITEROI,10,74311751,5963.0,1.0,59630.0,VENDAS A DOMICILIO,DOIIS,DOIIS VENDAS A DOMICILIO,Supermercado,N,
,SÃƒÆ’O PAULO,8,171654811000000,5813.0,1.0,58130.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",DOMINATRIX AUGUSTA,"DOMINATRIX AUGUSTA BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",Supermercado,N,
,SAO PAULO,8,19088027,5462.0,1.0,54620.0,PADARIAS,DOMINGUES NETO,DOMINGUES NETO PADARIAS,Supermercado,N,
,RIO DE JANEIR,8,66345839,4121.0,1.0,41210.0,TAXI / LIMOUSINES,DOMINGUES TAXI,DOMINGUES TAXI TAXI / LIMOUSINES,Fast Food,N,
,DUQUE DE CAXI,8,8731323648,5462.0,62.0,54620.0,PADARIAS,DOMINO,DOMINO PADARIAS,Supermercado,S,
,SANTIAGO,8,31088518,5814.0,2.0,58140.0,FAST FOOD,DOMINO FUENTE DE SODA,DOMINO FUENTE DE SODA FAST FOOD,Fast Food,N,
,PETROPOLIS,8,8716711296,5814.0,26.0,58140.0,FAST FOOD,DOMINO S,DOMINO S FAST FOOD,Fast Food,S,
,RIO DE JANEIR,8,1048908957,5814.0,56.0,58140.0,FAST FOOD,DOMINO S,DOMINO S FAST FOOD,Supermercado,S,
,BARRA MANSA,8,1733050,5812.0,15.0,58120.0,RESTAURANTES,DOMINO S BARRA MANSA,DOMINO S BARRA MANSA RESTAURANTES,Supermercado,N,
,RIO DE JANEIR,8,9065505729,5812.0,152.0,58120.0,RESTAURANTES,DOMINO S CATETE,DOMINO S CATETE RESTAURANTES,Fast Food,S,
,RIO DE JANEIR,8,9075601625,5812.0,100.0,58120.0,RESTAURANTES,DOMINO S PIZZA,DOMINO S PIZZA RESTAURANTES,Fast Food,S,
,RIO DE JANEIR,8,44844433,5812.0,707.0,58120.0,RESTAURANTES,DOMINO S PIZZA,DOMINO S PIZZA RESTAURANTES,Supermercado,S,
,RIO DE JANEIR,8,1014183186,5814.0,33.0,58140.0,FAST FOOD,DOMINO S PIZZA,DOMINO S PIZZA FAST FOOD,Supermercado,S,
,SAO PAULO,8,44983310,5814.0,62.0,58140.0,FAST FOOD,DOMINO S PIZZA,DOMINO S PIZZA FAST FOOD,Fast Food,S,
,SAO PAULO,8,1050457800,5814.0,3.0,58140.0,FAST FOOD,DOMINO S PIZZA,DOMINO S PIZZA FAST FOOD,Fast Food,S,
,BRASILIA,8,1057999846,5812.0,1.0,58120.0,RESTAURANTES,DOMINO S PIZZA,DOMINO S PIZZA RESTAURANTES,Supermercado,N,
,BELO HORIZONT,8,68843364,5814.0,4.0,58140.0,FAST FOOD,DOMINO S PIZZAS,DOMINO S PIZZAS FAST FOOD,Fast Food,N,
,VASSOURAS,8,75731169,5812.0,44.0,58120.0,RESTAURANTES,DOMINO S VASSOURAS,DOMINO S VASSOURAS RESTAURANTES,Supermercado,N,
,SAO PAULO,8,8549458339,5814.0,1.0,58140.0,FAST FOOD,DOMINO S VERBO DIVINO,DOMINO S VERBO DIVINO FAST FOOD,Supermercado,S,
,516-764-3030,8,4445011565291,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S 3626,DOMINO'S 3626 FAST FOOD,Fast Food,N,
,732-803-7667,8,4445011579565,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S 4092,DOMINO'S 4092 FAST FOOD,Supermercado,N,
,ELIZABETH,8,2294197504,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S 4583 000004583,DOMINO'S 4583 000004583 FAST FOOD,Fast Food,N,
,904-997-9411,8,4445011593301,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S 5048,DOMINO'S 5048 FAST FOOD,Supermercado,N,
,725-481-4848,8,4445022722793,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S 7020,DOMINO'S 7020 FAST FOOD,Supermercado,S,
,MORRISVILLE,8,4321309429,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S 7480 000007480,DOMINO'S 7480 000007480 FAST FOOD,Supermercado,N,
,310-473-6575,8,4445011942250,5814.0,5.0,58140.0,FAST FOOD,DOMINO'S 7803,DOMINO'S 7803 FAST FOOD,Supermercado,N,
,LOS ANGELES,8,1049896053,5814.0,3.0,58140.0,FAST FOOD,DOMINO'S 7806 000007806,DOMINO'S 7806 000007806 FAST FOOD,Supermercado,N,
,OAKLAND,8,2040495236,5814.0,2.0,58140.0,FAST FOOD,DOMINO'S 8241 000008241,DOMINO'S 8241 000008241 FAST FOOD,Supermercado,N,
,ORLANDO,8,601105000851161,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S 8620,DOMINO'S 8620 FAST FOOD,Supermercado,N,
,336-693-0114,8,4445011606335,5814.0,5.0,58140.0,FAST FOOD,DOMINO'S 8907,DOMINO'S 8907 FAST FOOD,Supermercado,N,
,ORLANDO,8,3092415066,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S 9459 000009459,DOMINO'S 9459 000009459 FAST FOOD,Supermercado,N,
,SURRY HILLS,8,24440000,5814.0,1.0,58140.0,FAST FOOD,DOMINOS PIZZA,DOMINOS PIZZA FAST FOOD,Supermercado,N,
,6989,8,31333,5813.0,28.0,58130.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",DOMINOS PIZZA,"DOMINOS PIZZA BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",Supermercado,N,
,RIO DE JANEIR,8,1011346076,5814.0,220.0,58140.0,FAST FOOD,DOMINOS PIZZA,DOMINOS PIZZA FAST FOOD,Fast Food,S,
,CURITIBA,8,1029132426,5812.0,1.0,58120.0,RESTAURANTES,DOMINOS PIZZA,DOMINOS PIZZA RESTAURANTES,Fast Food,S,
,RIO DE JANEIR,8,1084892232,5814.0,609.0,58140.0,FAST FOOD,DOMINOS PIZZA,DOMINOS PIZZA FAST FOOD,Fast Food,S,
,CURITIBA,8,9074587684,5812.0,2.0,58120.0,RESTAURANTES,DOMINOS PIZZA,DOMINOS PIZZA RESTAURANTES,Fast Food,S,
,RIO DE JANEIR,8,1037476031,5814.0,70.0,58140.0,FAST FOOD,DOMINOS PIZZA,DOMINOS PIZZA FAST FOOD,Supermercado,N,
,NILOPOLIS,8,1058168000,5812.0,7.0,58120.0,RESTAURANTES,DOMINOS PIZZA,DOMINOS PIZZA RESTAURANTES,Fast Food,S,
,RIO DE JANEIR,8,1011346033,5814.0,159.0,58140.0,FAST FOOD,DOMINOS PIZZA,DOMINOS PIZZA FAST FOOD,Fast Food,S,
,NITEROI,8,1023832280,5812.0,121.0,58120.0,RESTAURANTES,DOMINOS PIZZA,DOMINOS PIZZA RESTAURANTES,Fast Food,S,
,SERRA,8,78467080,5812.0,1.0,58120.0,RESTAURANTES,DOMINOS PIZZA,DOMINOS PIZZA RESTAURANTES,Supermercado,S,
,BELO HORIZONT,8,9087318648,5812.0,4.0,58120.0,RESTAURANTES,DOMINOS PIZZA,DOMINOS PIZZA RESTAURANTES,Supermercado,S,
,RIO DE JANEIR,8,1011346084,5814.0,354.0,58140.0,FAST FOOD,DOMINOS PIZZA,DOMINOS PIZZA FAST FOOD,Supermercado,N,
,RIO DE JANEIR,8,1037398634,5812.0,1988.0,58120.0,RESTAURANTES,DOMINOS PIZZA,DOMINOS PIZZA RESTAURANTES,Fast Food,S,
,CAMPINAS,8,8731300364,5814.0,6.0,58140.0,FAST FOOD,DOMINOS PIZZA,DOMINOS PIZZA FAST FOOD,Fast Food,S,
,RIO DE JANEIR,8,1084892232,5814.0,263.0,58140.0,FAST FOOD,DOMINOS PIZZA,DOMINOS PIZZA FAST FOOD,Fast Food,N,
,ST MAARTEN,8,188589900054642,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S PIZZA,DOMINO'S PIZZA FAST FOOD,Fast Food,S,
,NITEROI,8,1057446278,5813.0,14.0,58130.0,"BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",DOMINO'S PIZZA,"DOMINO'S PIZZA BARES, LANCHONETES, BOATES, CLUBES NOTURNOS",Supermercado,N,
,NITEROI,8,1035368665,5812.0,40.0,58120.0,RESTAURANTES,DOMINO'S PIZZA,DOMINO'S PIZZA RESTAURANTES,Fast Food,N,
,N VANCOUVER,8,577579501429991,5814.0,1.0,58140.0,FAST FOOD,DOMINOS PIZZA 10060,DOMINOS PIZZA 10060 FAST FOOD,Supermercado,S,
,MONTREAL,8,574785501419213,5812.0,1.0,58120.0,RESTAURANTES,DOMINOS PIZZA 10684,DOMINOS PIZZA 10684 RESTAURANTES,Supermercado,S,
,734-930-3030,8,4445002021584,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S PIZZA 3829,DOMINO'S PIZZA 3829 FAST FOOD,Fast Food,N,
,MIAMI BEACH,8,4092426691,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S PIZZA 3871 00000,DOMINO'S PIZZA 3871 00000 FAST FOOD,Supermercado,N,
,734-930-3030,8,4445002023473,5814.0,6.0,58140.0,FAST FOOD,DOMINO'S PIZZA 6627,DOMINO'S PIZZA 6627 FAST FOOD,Supermercado,N,
,734-930-3030,8,4445002023614,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S PIZZA 6674,DOMINO'S PIZZA 6674 FAST FOOD,Supermercado,N,
,PROVO,8,5432402014,5814.0,1.0,58140.0,FAST FOOD,DOMINO'S PIZZA 7501 00000,DOMINO'S PIZZA 7501 00000 FAST FOOD,Supermercado,N,
,RIO DE JANEIR,8,1047902564,5814.0,64.0,58140.0,FAST FOOD,DOMINO'S PIZZA CENTRO,DOMINO'S PIZZA CENTRO FAST FOOD,Fast Food,N,
,BRASILIA,8,1766770,5814.0,14.0,58140.0,FAST FOOD,DOMINOS PIZZA JARDIM B,DOMINOS PIZZA JARDIM B FAST FOOD,Supermercado,S,
,CURITIBA,8,4001661,5812.0,2.0,58120.0,RESTAURANTES,DOMINOS PIZZA JUVEVE,DOMINOS PIZZA JUVEVE RESTAURANTES,Fast Food,S,
,PALMA DE MALL,8,126418466,5814.0,2.0,58140.0,FAST FOOD,DOMINOS PIZZA MALLORCA,DOMINOS PIZZA MALLORCA FAST FOOD,Fast Food,N,
,REYKJAVIK,8,39367000033093,5814.0,1.0,58140.0,FAST FOOD,DOMINOS PIZZA NYBYLAVEGI,DOMINOS PIZZA NYBYLAVEGI FAST FOOD,Supermercado,S,
,QUEENSTOWN,8,1200882776,5814.0,1.0,58140.0,FAST FOOD,DOMINOS PIZZA QTOWN,DOMINOS PIZZA QTOWN FAST FOOD,Fast Food,N,
,SALVADOR,8,8530178656,5812.0,1.0,58120.0,RESTAURANTES,DOMINOS PIZZA SALVA,DOMINOS PIZZA SALVA RESTAURANTES,Fast Food,S,
,SAO PAULO,8,1723379,5814.0,4.0,58140.0,FAST FOOD,DOMINOS PIZZA SP CHACA,DOMINOS PIZZA SP CHACA FAST FOOD,Supermercado,N,
,JUNDIAI,8,42715008,5814.0,2.0,58140.0,FAST FOOD,DOMINOS PIZZARIA,DOMINOS PIZZARIA FAST FOOD,Supermercado,N,
,RIO DE JANEIR,8,74773127,5814.0,917.0,58140.0,FAST FOOD,DOMINOS PIZZARIA,DOMINOS PIZZARIA FAST FOOD,Supermercado,S,
,BRASILIA,8,1025968210,5812.0,6.0,58120.0,RESTAURANTES,DOMINOS PIZZARIA,DOMINOS PIZZARIA RESTAURANTES,Supermercado,S,
,TOKYO,8,9129226296,5964.0,1.0,59640.0,VENDAS POR CATALOGOS,DOMINOSPIZZA,DOMINOSPIZZA VENDAS POR CATALOGOS,Supermercado,N,
,RIO DE JANEIR,8,9066945890,5812.0,20.0,58120.0,RESTAURANTES,DOMINUS,DOMINUS RESTAURANTES,Supermercado,S,
,RIO DE JANEIR,8,1019826581,5814.0,699.0,58140.0,FAST FOOD,DOMINUS PIZZA,DOMINUS PIZZA FAST FOOD,Supermercado,S,
,RIO DE JANEIR,8,1019826581,5814.0,227.0,58140.0,FAST FOOD,DOMINUS PIZZA,DOMINUS PIZZA FAST FOOD,Fast Food,N,
,PAULISTA,8,624138,5814.0,1.0,58140.0,FAST FOOD,DOMINUS SABORE,DOMINUS SABORE FAST FOOD,Supermercado,S,
,RIO DE JANEIR,10,1085051665,5651.0,1.0,56510.0,VENDAS DE ROUPAS PARA FAMILIA,DONA DONAS,DONA DONAS VENDAS DE ROUPAS PARA FAMILIA,Supermercado,S,
,GAROPABA,8,1081092065,5814.0,1.0,58140.0,FAST FOOD,DONNA BURGUER,DONNA BURGUER FAST FOOD,Supermercado,S,
,CATALAO,7,1022706761,5812.0,6.0,58120.0,RESTAURANTES,DONNANA BISTRO,DONNANA BISTRO RESTAURANTES,Supermercado,S,
,BRAGANCA PAUL,8,25140443,5814.0,34.0,58140.0,FAST FOOD,DONUTS,DONUTS FAST FOOD,Supermercado,S,
,VITORIA,8,76400549,5814.0,44.0,58140.0,FAST FOOD,DOOG ES,DOOG ES FAST FOOD,Supermercado,S,
,RIO DE JANEIR,8,75136465,5814.0,705.0,58140.0,FAST FOOD,DOOG RJ,DOOG RJ FAST FOOD,Supermercado,S,
,SAO PAULO,8,77149203,5814.0,32.0,58140.0,FAST FOOD,DOOGS,DOOGS FAST FOOD,Supermercado,S,
,NEW YORK,7,2312812365,5812.0,1.0,58120.0,RESTAURANTES,DOS CAMINOS MP 00A0,DOS CAMINOS MP 00A0 RESTAURANTES,Fast Food,N,
,NEW YORK,7,372646793888,5812.0,2.0,58120.0,RESTAURANTES,DOS CAMINOS SOHO,DOS CAMINOS SOHO RESTAURANTES,Supermercado,N,
,JOAO PESSOA,8,691472,5814.0,1.0,58140.0,FAST FOOD,DOUGLAS BURGUER,DOUGLAS BURGUER FAST FOOD,Supermercado,S,
,FLORIANOPOLIS,4,4566806,5309.0,2.0,53090.0,DUTY FREE STORES,DPS4 DUFRY EXPRESS,DPS4 DUFRY EXPRESS DUTY FREE STORES,Supermercado,N,
,RIO DE JANEIR,8,55563465,7299.0,1.0,72990.0,AGENTES IMOBILIARIOS / CORRETORES,DUBBARBA PASTEL,DUBBARBA PASTEL AGENTES IMOBILIARIOS / CORRETORES,Supermercado,S,
,ATLANTA,8,238461800169901,5814.0,3.0,58140.0,FAST FOOD,DUNKIN #302140 Q35,DUNKIN #302140 Q35 FAST FOOD,Supermercado,N,
,NEW HAVEN,8,372507914888,5814.0,2.0,58140.0,FAST FOOD,DUNKIN #302380 Q35,DUNKIN #302380 Q35 FAST FOOD,Supermercado,N,
,WILMINGTON,8,2070082276,5814.0,3.0,58140.0,FAST FOOD,DUNKIN #303322 Q35 3033,DUNKIN #303322 Q35 3033 FAST FOOD,Supermercado,S,
,WILTON MANORS,8,372508224881,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #303921 Q35,DUNKIN #303921 Q35 FAST FOOD,Fast Food,N,
,DELAND,8,1091447854,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #330235 Q35 3302,DUNKIN #330235 Q35 3302 FAST FOOD,Supermercado,S,
,WASHINGTON,8,372509622885,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #334714 Q35,DUNKIN #334714 Q35 FAST FOOD,Fast Food,S,
,BRONX,8,6312965858,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #336943 Q35 3369,DUNKIN #336943 Q35 3369 FAST FOOD,Supermercado,N,
,SAUGUS,8,372073233887,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #339455 Q35,DUNKIN #339455 Q35 FAST FOOD,Fast Food,N,
,BOSTON,8,372510567889,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #339702 Q35,DUNKIN #339702 Q35 FAST FOOD,Fast Food,S,
,E BOSTON,8,372511002886,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #341135 Q35,DUNKIN #341135 Q35 FAST FOOD,Fast Food,N,
,BRONX,8,6316098607,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #341192 Q35 3411,DUNKIN #341192 Q35 3411 FAST FOOD,Supermercado,S,
,DULLES,8,4450888623,5814.0,2.0,58140.0,FAST FOOD,DUNKIN #342056 Q35 3420,DUNKIN #342056 Q35 3420 FAST FOOD,Supermercado,N,
,BOSTON,8,372511312889,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #342231 Q35,DUNKIN #342231 Q35 FAST FOOD,Supermercado,S,
,FLUSHING,8,372511330881,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #342262 Q35,DUNKIN #342262 Q35 FAST FOOD,Fast Food,N,
,CHICAGO,8,23602110017,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #343280 Q35,DUNKIN #343280 Q35 FAST FOOD,Supermercado,N,
,PHILADELPHIA,8,2371384140,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #343501 Q35 3435,DUNKIN #343501 Q35 3435 FAST FOOD,Supermercado,N,
,NEW YORK,8,6319098158,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #343540 Q35 3435,DUNKIN #343540 Q35 3435 FAST FOOD,Fast Food,S,
,NEW YORK,8,372511822887,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #343857 Q35,DUNKIN #343857 Q35 FAST FOOD,Fast Food,S,
,WILTON MANORS,8,372512349880,5814.0,2.0,58140.0,FAST FOOD,DUNKIN #345801 Q35,DUNKIN #345801 Q35 FAST FOOD,Fast Food,S,
,NEWARK,8,372512427884,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #346080 Q35,DUNKIN #346080 Q35 FAST FOOD,Fast Food,N,
,NEW YORK,8,372512927883,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #348821 Q35,DUNKIN #348821 Q35 FAST FOOD,Supermercado,N,
,MILFORD,8,23231160011,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #349418 Q35,DUNKIN #349418 Q35 FAST FOOD,Supermercado,N,
,MILFORD,8,372513115884,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #349419 Q35,DUNKIN #349419 Q35 FAST FOOD,Supermercado,N,
,MIAMI,8,232546900199901,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #349476 Q35,DUNKIN #349476 Q35 FAST FOOD,Supermercado,N,
,NEW YORK,8,372513482888,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #350464 Q35,DUNKIN #350464 Q35 FAST FOOD,Fast Food,S,
,ORLANDO,8,372513536881,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #350595 Q35,DUNKIN #350595 Q35 FAST FOOD,Supermercado,N,
,JERSEY CITY,8,2290995042,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #350685 Q35 3506,DUNKIN #350685 Q35 3506 FAST FOOD,Supermercado,N,
,NEW YORK,8,372513630882,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #350809 Q35,DUNKIN #350809 Q35 FAST FOOD,Fast Food,N,
,NEW YORK,8,23244180014,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #351508 Q35,DUNKIN #351508 Q35 FAST FOOD,Supermercado,N,
,BETHLEHEM,8,23259120012,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #352766 Q,DUNKIN #352766 Q FAST FOOD,Fast Food,N,
,ORLANDO,8,372507094889,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #353921 Q35,DUNKIN #353921 Q35 FAST FOOD,Fast Food,N,
,ELIZABETH,8,372507129883,5814.0,8.0,58140.0,FAST FOOD,DUNKIN #354037 Q35,DUNKIN #354037 Q35 FAST FOOD,Supermercado,S,
,NEW YORK,8,3316560994,5814.0,1.0,58140.0,FAST FOOD,DUNKIN #358138 3581,DUNKIN #358138 3581 FAST FOOD,Supermercado,S,
,CALI,8,14467880,5814.0,1.0,58140.0,FAST FOOD,DUNKIN DONUTS ALM 125,DUNKIN DONUTS ALM 125 FAST FOOD,Supermercado,N,
,PANAMA,8,92715299,5441.0,6.0,54410.0,DOCERIAS E CONFEITARIAS,DUNKIN DONUTS PANAMA - SU,DUNKIN DONUTS PANAMA - SU DOCERIAS E CONFEITARIAS,Fast Food,N,
,SANTIAGO,8,9924619786,5814.0,1.0,58140.0,FAST FOOD,DUNKIN DONUTS PUDAHUEL,DUNKIN DONUTS PUDAHUEL FAST FOOD,Fast Food,N,
,SANTIAGO,8,9921211868,5814.0,1.0,58140.0,FAST FOOD,DUNKIN DONUTS VITACURA,DUNKIN DONUTS VITACURA FAST FOOD,Fast Food,S,
,METTINGEN,5,859142149336,5411.0,1.0,54110.0,SUPERMERCADOS,EDEKA MARKT WOLF,EDEKA MARKT WOLF SUPERMERCADOS,Supermercado,S,
,VITORIA,5,1009620506,5411.0,5.0,54110.0,SUPERMERCADOS,EPA BOA PRACA 60,EPA BOA PRACA 60 SUPERMERCADOS,Supermercado,N,
,BELO HORIZONT,5,1014873808,5411.0,4.0,54110.0,SUPERMERCADOS,EPA LJ 88,EPA LJ 88 SUPERMERCADOS,Supermercado,S,
,BELO HORIZONT,5,8720332964,5411.0,4.0,54110.0,SUPERMERCADOS,EPA LOJA 02,EPA LOJA 02 SUPERMERCADOS,Supermercado,S,
,BELO HORIZONT,5,1064910120,5411.0,22.0,54110.0,SUPERMERCADOS,EPA LOJA 124,EPA LOJA 124 SUPERMERCADOS,Supermercado,S,
,BELO HORIZONT,5,1083452816,5411.0,8.0,54110.0,SUPERMERCADOS,EPA LOJA 132,EPA LOJA 132 SUPERMERCADOS,Supermercado,S,
,BELO HORIZONT,5,70115451,5411.0,11.0,54110.0,SUPERMERCADOS,EPA LOJA 18,EPA LOJA 18 SUPERMERCADOS,Supermercado,N,
,CONTAGEM,5,8720323674,5411.0,1.0,54110.0,SUPERMERCADOS,EPA LOJA 31,EPA LOJA 31 SUPERMERCADOS,Supermercado,S,
,TEOFILO OTONI,5,8544798499,5411.0,1.0,54110.0,SUPERMERCADOS,EPA PLUS 121,EPA PLUS 121 SUPERMERCADOS,Supermercado,S,
,CAP FEDERAL,7,21795885,7832.0,6.0,78320.0,TEATRO,ESQUINA HOMERO MANZI 5885,ESQUINA HOMERO MANZI 5885 TEATRO,Supermercado,S,
,BRUXELLES,5,84288536,7011.0,2.0,70110.0,"HOTEIS, POUSADAS, ETC",EURO CAPITAL BRUSSELS,"EURO CAPITAL BRUSSELS HOTEIS, POUSADAS, ETC",Supermercado,N,
,1100100 BOGOT,5,12246112,5411.0,3.0,54110.0,SUPERMERCADOS,EXITO EXPRESS TORRE AL,EXITO EXPRESS TORRE AL SUPERMERCADOS,Supermercado,N,
,BOGOTA D C ,5,11918752,5499.0,2.0,54990.0,ACOUGUE MERC FRUTOS DO MAR ALIM VA,EXITO SAN MARTIN,EXITO SAN MARTIN ACOUGUE MERC FRUTOS DO MAR ALIM VA,Supermercado,N,
,SAO PAULO,8,1049295720,5814.0,1.0,58140.0,FAST FOOD,EXODO ALIMENTACAO,EXODO ALIMENTACAO FAST FOOD,Supermercado,S,
,BERLIN,8,859144198828,5812.0,1.0,58120.0,RESTAURANTES,F&M GASTGENUSS GMBH,F&M GASTGENUSS GMBH RESTAURANTES,Supermercado,S,
,NEW YORK,5,6315787457,5411.0,9.0,54110.0,SUPERMERCADOS,FAIRWAY MKT DT 000001001,FAIRWAY MKT DT 000001001 SUPERMERCADOS,Supermercado,S,
,RIO DE JANEIR,8,78706467,5812.0,1.0,58120.0,RESTAURANTES,FAST PIZZA,FAST PIZZA RESTAURANTES,Supermercado,N,
,VALINHOS,8,1001294146,5812.0,1.0,58120.0,RESTAURANTES,FAST PIZZA,FAST PIZZA RESTAURANTES,Supermercado,S,
,VILA VELHA,8,9068414812,5814.0,1.0,58140.0,FAST FOOD,FAST PIZZA,FAST PIZZA FAST FOOD,Supermercado,S,
,TORREJON DE A,8,335814893,5812.0,2.0,58120.0,RESTAURANTES,"FAST PIZZA, S A","FAST PIZZA, S A RESTAURANTES",Fast Food,N,
,MARILIA,8,1073518,5814.0,2.0,58140.0,FAST FOOD,FAST TELEPIZZA,FAST TELEPIZZA FAST FOOD,Supermercado,S,
,NEW YORK,8,6318883568,5814.0,1.0,58140.0,FAST FOOD,FGNY # 1175 5429298043118,FGNY # 1175 5429298043118 FAST FOOD,Supermercado,S,
,SAO PAULO,8,1044840231,5812.0,7.0,58120.0,RESTAURANTES,FIGONE BURGUER AND CA,FIGONE BURGUER AND CA RESTAURANTES,Supermercado,N,
,LAS VEGAS,8,542929806339818,5814.0,1.0,58140.0,FAST FOOD,FIREHOUSE SUBS #53,FIREHOUSE SUBS #53 FAST FOOD,Supermercado,N,
,FIRENZE,5,411773300016001,7512.0,1.0,75120.0,LOCADORAS DE VEICULOS,FIRENZE AEROPORTO PER 326,FIRENZE AEROPORTO PER 326 LOCADORAS DE VEICULOS,Supermercado,S,
,CELEBRATION,8,542929806394300,5814.0,5.0,58140.0,FAST FOOD,FIVE GUYS #FL-1747,FIVE GUYS #FL-1747 FAST FOOD,Fast Food,N,
,75PARIS 8,8,81751824400014,5812.0,2.0,58120.0,RESTAURANTES,FIVE GUYS 1 4384143,FIVE GUYS 1 4384143 RESTAURANTES,Fast Food,S,
,JONESBORO,8,4445014112649,5814.0,2.0,58140.0,FAST FOOD,FIVE GUYS AR 1521 QSR,FIVE GUYS AR 1521 QSR FAST FOOD,Supermercado,N,
,DENVER,8,4445025725630,5814.0,1.0,58140.0,FAST FOOD,FIVE GUYS CO 1709 QSR,FIVE GUYS CO 1709 QSR FAST FOOD,Supermercado,N,
,MIAMI,8,4445022513630,5814.0,8.0,58140.0,FAST FOOD,FIVE GUYS FL 0214 ECOMM,FIVE GUYS FL 0214 ECOMM FAST FOOD,Supermercado,N,
